,English,English_cleaned,Spanish,French,German
20674,why should tom sing,why should tom sing,¿Por qué Tom debería cantar?,Pourquoi Tom devrait-il chanter,warum sollte tom singen
20675,why worry about tom,why worry about tom,¿Por qué preocuparse por Tom?,pourquoi s'inquiéter pour tom,warum sorgst du dich um tom
20676,why would i do that,why would i do that,Por qué habría de hacer eso,Pourquoi devrais-je le faire,Warum sollte ich das tun
20677,why would tom leave,why would tom leave,¿Por qué Tom se iría?,pourquoi Tom partirait,warum sollte tom gehen
20678,will he ever change,will he ever change,¿alguna vez cambiará?,changera-t-il un jour,wird er sich jemals ändern
20679,will you eat dinner,will you eat dinner,vas a comer la cena,Voulez-vous dîner,wirst du zu Abend essen
20680,will you go with us,will you go with us,¿Irás con nosotros?,Veux-tu venir avec nous,wirst du mit uns gehen
20681,would tom like that,would tom like that,a tom le gustaria eso,je serais comme ça,würde Tom das gefallen
20682,would you all relax,would you all relax,¿Podrían todos relajarse?,voulez-vous tous vous détendre,würdet ihr euch alle entspannen
20683,would you chill out,would you chill out,¿Te relajarías?,voulez-vous vous détendre,würdest du dich entspannen
20684,would you elaborate,would you elaborate,podrías elaborar,développeriez-vous,würdest du das näher erläutern
20685,would you excuse me,would you excuse me,¿Me disculparías?,voulez-vous m'excuser,würdest du mich entschuldigen
20686,would you follow me,would you follow me,Me seguirías,Voulez-vous me suivre,würden Sie mir folgen
20687,would you like that,would you like that,Te gustaría eso,voulez-vous que,Würde dir das gefallen
20688,would you like this,would you like this,te gustaria esto,aimerais-tu cela,würdest du das mögen
20689,wow what a big box,wow what a big box,wow que caja mas grande,wow quelle grosse boite,"Wow, was für eine große Kiste"
20690,yesterday i was ill,yesterday i was ill,ayer estuve enfermo,hier j'étais malade,gestern war ich krank
20691,you always say that,you always say that,siempre dices eso,Tu dis toujours cela,das sagst du immer
20692,you are a good cook,you are a good cook,Eres un buen cocinero,tu es un bon cuisinier,Du bist ein guter Koch
20693,you are such a liar,you are such a liar,Eres un mentiroso,tu es un menteur,du bist so ein Lügner
20694,you asked to see me,you asked to see me,pediste verme,tu as demandé à me voir,du wolltest mich sehen
20695,you ate my sandwich,you ate my sandwich,te comiste mi sándwich,tu as mangé mon sandwich,Du hast mein Sandwich gegessen
20696,you broke the rules,you broke the rules,rompiste las reglas,tu as enfreint les règles,Du hast die Regeln gebrochen
20697,you can not miss it,you can not miss it,No puedes perdértelo,Vous ne pouvez pas le manquer,Du kannst ihn nicht verpassen
20698,you can rely on him,you can rely on him,puedes confiar en el,tu peux compter sur lui,du kannst dich auf ihn verlassen
20699,you can sing a song,you can sing a song,puedes cantar una canción,tu peux chanter une chanson,du kannst ein Lied singen
20700,you can't blame him,you cannot blame him,no puedes culparlo,tu ne peux pas lui en vouloir,du kannst es ihm nicht verübeln
20701,you can't defeat me,you cannot defeat me,no puedes derrotarme,tu ne peux pas me vaincre,du kannst mich nicht besiegen
20702,you can't deny that,you cannot deny that,no puedes negar eso,tu ne peux pas le nier,das kannst du nicht leugnen
20703,you can't handle it,you cannot handle it,no puedes manejarlo,Tu ne peux pas gérer ça,du kannst damit nicht umgehen
20704,you can't have both,you cannot have both,no puedes tener ambos,tu ne peux pas avoir les deux,du kannst nicht beides haben
20705,you can't have that,you cannot have that,no puedes tener eso,tu ne peux pas avoir ça,das kannst du nicht haben
20706,you can't have this,you cannot have this,no puedes tener esto,tu ne peux pas avoir ça,das kannst du nicht haben
20707,you can't help them,you cannot help them,no puedes ayudarlos,tu ne peux pas les aider,du kannst ihnen nicht helfen
20708,you can't just quit,you cannot just quit,no puedes simplemente renunciar,tu ne peux pas juste arrêter,du kannst nicht einfach aufhören
20709,you can't sit there,you cannot sit there,no puedes sentarte ahí,tu ne peux pas t'asseoir là,da kann man nicht sitzen
20710,you can't stay here,you cannot stay here,no puedes quedarte aquí,tu ne peux pas rester ici,Du kannst nicht hier bleiben
20711,you can't swim here,you cannot swim here,no puedes nadar aquí,tu ne peux pas nager ici,du kannst hier nicht schwimmen
20712,you can't trust tom,you cannot trust tom,no puedes confiar en tom,tu ne peux pas faire confiance à tom,du kannst tom nicht vertrauen
20713,you can't wear that,you cannot wear that,no puedes usar eso,tu ne peux pas porter ça,das kannst du nicht tragen
20714,you could stop this,you could stop this,podrías detener esto,tu pourrais arrêter ça,du könntest das unterbinden
20715,you could've called,you could have called,podrías haber llamado,tu aurais pu appeler,du hättest anrufen können
20716,you deserve a medal,you deserve a medal,te mereces una medalla,tu mérites une médaille,Du verdienst eine Medaille
20717,you deserve a prize,you deserve a prize,te mereces un premio,tu mérites un prix,Sie verdienen einen Preis
20718,you disappointed me,you disappointed me,me decepcionaste,tu m'as déçu,du hast mich enttäuscht
20719,you don't know that,you do not know that,tu no sabes eso,Tu ne le sais pas,"Sie wissen nicht, dass"
20720,you don't know them,you do not know them,no los conoces,tu ne les connais pas,du kennst sie nicht
20721,you don't look well,you do not look well,no te ves bien,tu n'as pas l'air bien,Du siehst nicht gut aus
20722,you don't need luck,you do not need luck,no necesitas suerte,tu n'as pas besoin de chance,Glück braucht man nicht
20723,you don't need that,you do not need that,no necesitas eso,tu n'as pas besoin de ça,das brauchst du nicht
20724,you don't want this,you do not want this,tu no quieres esto,Tu ne veux pas ça,das willst du nicht
20725,you don't work here,you do not work here,tu no trabajas aqui,tu ne travailles pas ici,du arbeitest hier nicht
20726,you guys are no fun,you guys are no fun,ustedes no son divertidos,vous n'êtes pas drôle,ihr macht keinen Spaß
20727,you guys having fun,you guys having fun,ustedes se divierten,vous vous amusez,ihr habt Spaß
20728,you guys looked mad,you guys looked mad,ustedes parecían enojados,vous aviez l'air fou,ihr saht sauer aus
20729,you have a big nose,you have a big nose,tienes una nariz grande,tu as un gros nez,Du hast eine große Nase
20730,you have a good job,you have a good job,tu tienes un buen trabajo,tu as un bon travail,Du hast einen guten Job
20731,you have dirty feet,you have dirty feet,tienes los pies sucios,tu as les pieds sales,Du hast schmutzige Füße
20732,you have everything,you have everything,lo tienes todo,tu as tout,Du hast alles
20733,you have many books,you have many books,tienes muchos libros,tu as beaucoup de livres,Du hast viele Bücher
20734,you have my respect,you have my respect,tienes mi respeto,tu as mon respect,Du hast meinen Respekt
20735,you have one minute,you have one minute,tienes un minuto,tu as une minute,Sie haben eine Minute
20736,you have work to do,you have work to do,Tienes trabajo que hacer,vous avez du travail à faire,du hast zu tun
20737,you heard correctly,you heard correctly,has oído bien,tu as bien entendu,du hast richtig gehört
20738,you just screwed up,you just screwed up,acabas de arruinarlo,tu viens de merder,du hast es einfach vermasselt
20739,you knew i was here,you knew i was here,sabías que estaba aquí,tu savais que j'étais ici,"Du wusstest, dass ich hier bin"
20740,you know i love you,you know i love you,sabes que te quiero,tu sais que je t'aime,"Sie wissen, ich liebe dich"
20741,you know everything,you know everything,tu sabes todo,vous savez tout,du weißt alles
20742,you know it's a lie,you know it is a lie,sabes que es mentira,tu sais que c'est un mensonge,"Sie wissen, dass es eine Lüge ist"
20743,you know who i mean,you know who i mean,sabes a quién me refiero,tu sais de qui je parle,du weißt wen ich meine
20744,you know who she is,you know who she is,Tú sabes quien es ella,Vous savez qui elle est,"Du weißt, wer sie ist"
20745,you know why i left,you know why i left,sabes por qué me fui,tu sais pourquoi je suis parti,"Du weißt, warum ich gegangen bin"
20746,you lied to the fbi,you lied to the fbi,le mentiste al fbi,tu as menti au fbi,Sie haben das FBI angelogen
20747,you look incredible,you look incredible,te ves increíble,Tu es incroyable,Du siehst unglaublich aus
20748,you look like a boy,you look like a boy,pareces un chico,tu ressembles à un garçon,Du siehst aus wie ein Junge
20749,you look like a cop,you look like a cop,pareces un policía,tu ressembles à un flic,Sie sehen aus wie ein Polizist
20750,you look like a kid,you look like a kid,pareces un niño,tu ressembles à un gamin,Du siehst aus wie ein Kind
20751,you look pale today,you look pale today,te ves pálido hoy,tu es pâle aujourd'hui,Du siehst heute blass aus
20752,you look very tired,you look very tired,Te ves muy cansado,tu as l'air très fatigué,du siehst sehr müde aus
20753,you lost an earring,you lost an earring,perdiste un arete,tu as perdu une boucle d'oreille,Du hast einen Ohrring verloren
20754,you may come in now,you may come in now,puedes entrar ahora,tu peux entrer maintenant,Sie können jetzt eintreten
20755,you may go anywhere,you may go anywhere,puedes ir a cualquier parte,tu peux aller n'importe où,Sie können überall hingehen
20756,you may go home now,you may go home now,puedes irte a casa ahora,tu peux rentrer chez toi maintenant,Sie können jetzt nach Hause gehen
20757,you may not like it,you may not like it,A lo mejor no te gusta,vous ne pouvez pas l'aimer,Sie mögen es vielleicht nicht
20758,you must be careful,you must be careful,debes tener cuidado,tu dois faire attention,du musst vorsichtig sein
20759,you must be in love,you must be in love,debes estar enamorado,tu dois être amoureux,du musst verliebt sein
20760,you must be kidding,you must be kidding,debes estar bromeando,tu te moques de moi,Sie machen wohl Witze
20761,you must go at once,you must go at once,debes irte de una vez,tu dois partir tout de suite,Sie müssen sofort gehen
20762,you must go with me,you must go with me,debes ir conmigo,tu dois venir avec moi,du musst mit mir gehen
20763,you must not say it,you must not say it,no debes decirlo,tu ne dois pas le dire,du darfst es nicht sagen
20764,you must study more,you must study more,debes estudiar mas,tu dois étudier plus,du musst mehr lernen
20765,you need a joystick,you need a joystick,you need a joystick,il te faut une manette,Sie brauchen einen Joystick
20766,you need to do this,you need to do this,Usted necesita hacer ésto,tu dois faire ça,Sie müssen dies tun
20767,you need to grow up,you need to grow up,necesitas madurar,tu as besoin de grandir,Du musst erwachsen werden
20768,you need to help me,you need to help me,necesitas ayudarme,tu dois m'aider,du musst mir helfen
20769,you need to move on,you need to move on,Tienes que seguir adelante,tu dois avancer,du musst weitermachen
20770,you need to wake up,you need to wake up,tienes que despertar,tu dois te réveiller,du musst aufwachen
